	Taxon	importance	count	Differential
29442	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__tolaasii	0.04358840954182357	262354.0	-7.1447421302054
1773	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__tuberculosis	0.0387416868577254	17048.0	4.64259851081633
1916	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__lividans	0.02658595288825316	1595.0	-0.9721783389303741
1280	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__aureus	0.02641442061313377	13888.0	-3.45018064872957
44008	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__cecorum	0.02610673451581305	5515.0	-2.3259264220449998
96344	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__oxalaticus	0.026009084681242176	75400.0	4.6650301228311
187303	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylocystis; s__sp. SC2	0.02462393642804338	1697.0	-3.4443255652639904
263	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Francisella; s__tularensis	0.023942515750959608	4480.0	4.62451112373137
75697	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Castellaniella; s__defragrans	0.023881308529673826	1274.0	-3.2901779402945097
186817	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__	0.022903797282569232	3560.0	-2.17924415962434
671223	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionibacterium; s__sp. oral taxon 193	0.022110345247597637	16434.0	-3.88998949424959
1598	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__reuteri	0.02019353807336618	1959.0	0.528822303846116
119045	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__	0.01715103374537419	2291.0	-1.0734502066824498
135619	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__; g__; s__	0.016827807175247025	15654.0	-6.29770100013948
747	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Pasteurella; s__multocida	0.015983813001741606	1347.0	0.20672059161924802
59843	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__glucanolyticus	0.015686429139377855	3468.0	4.680062652662031
1301	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.01502786033285797	6157.0	-0.811064123079543
294699	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__amylolyticus	0.014278362119378538	841.0	-1.26461183922029
1827300	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__sp. MYb193	0.014094769728619606	1794.0	-4.56175196068025
86665	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__halodurans	0.01388962528389618	776.0	-3.6223527182791297
1398	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__coagulans	0.012866149138649694	1948.0	-2.19290316002107
135621	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__	0.012485544449457651	8413.0	-2.6834202994558902
33940	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__thermodenitrificans	0.011844557621591732	573.0	-3.1689974059317203
1841863	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Eggerthellales; f__Eggerthellaceae; g__Gordonibacter; s__massiliensis	0.0117806775262527	889.0	-3.6681781996939202
563835	k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__	0.011663370517492342	950.0	0.40994846923613
129337	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__	0.011048806032794923	3895.0	-0.831162332460647
1871022	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Libanicoccus; s__massiliensis	0.010852811246229315	45.0	-1.42743599312044
83262	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacteroides; s__immunogenum	0.010287244677614993	1435.0	-1.79366004364229
2336	k__Bacteria; p__Thermotogae; c__Thermotogae; o__Thermotogales; f__Thermotogaceae; g__Thermotoga; s__maritima	0.010229128725476	6210.0	-5.773819087908031
28449	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__subflava	0.009907303004924456	381.0	0.0774459849145361
729	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae	0.009746128778253515	869.0	-0.156517385408645
33934	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__flavithermus	0.009332074804944357	3465.0	-1.6321939219687
1313	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__pneumoniae	0.00909493504008527	195.0	-1.34332120315767
60550	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__pyrrocinia	0.008955402558117154	1344.0	3.17720282180571
1385	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__	0.008831132069814824	1863.0	-1.22549259559846
37636	k__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__scotoductus	0.008827048189307119	2144.0	-3.971838115618
470	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__baumannii	0.008424678522163163	2749.0	-1.9568649520132602
288000	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. BTAi1	0.00814285045770302	4342.0	4.19922244651579
256701	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__arilaitensis	0.008049864617433455	538.0	-2.7048121680471895
13687	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.007839906777066648	2560.0	-0.00553691284394775
666	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__cholerae	0.007834853708883033	373.0	-2.3126264800284
31957	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__; s__	0.0078225460307624	8252.0	-1.0161336650107
292	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__cepacia	0.007798556016477985	35766.0	4.80786025626921
32008	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	0.007698326434890788	51119.0	4.45066464050078
85007	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__; g__; s__	0.0074078679120177455	1412.0	-1.17514717476106
40324	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__maltophilia	0.007402608372747539	29811.0	-0.055821060106521
85009	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__; g__; s__	0.0073374042533710685	306.0	-1.32941305534578
2067957	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. DM1	0.0071207779184140575	302.0	-1.2446347464773702
488731	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__seminalis	0.006497887731929154	2058.0	4.1408830891397
709797	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__Bradyrhizobiaceae bacterium SG-6C	0.006408963181030755	359.0	0.8301010142114109
335929	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__	0.006206336793179956	349.0	-2.2060424079153598
1778263	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Candidatus Hoaglandella; s__endobia	0.0058562082194337705	52.0	-1.15505826370454
31993	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__	0.0058469009755841355	295.0	-2.87444937126375
1304	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__salivarius	0.005530673743122703	492.0	-3.31711971657014
1758194	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__sp. AONIH1	0.005464948816163768	10537.0	0.273957968785996
204457	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__; g__; s__	0.005406337367811618	3535.0	0.4289724837090921
41294	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__	0.005165095051010276	1116.0	-0.358564256593948
48736	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__	0.0048584825723284345	5868.0	0.226692677572007
469	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.004800368824605898	9665.0	-0.731359599992996
